text,sentiment,source,label
“جيد جدا”. . نوعية السرير غير مريح,positive,HARD,2
الوصف والتشبيهات مالهاش حل. بتعيش جوه الروايه لحد اخر صفحه. عابه ملل في بعض الاوقات بس قليل جدا. بصراحه روايه رائعه,neutral,LABR,1
ضعيف. . الانترنت سيئالنضافةازعاج لاتوجد عوازل للغرف,negative,HARD,0
ممتازة كأسلوب ادبى و حبكة و و و و و لكن .الرواية مسممومة هو السم فى العسل,neutral,LABR,1
ضعيف جداً. ولاشي. فندق للأسف سيئ حجزت في جناح غرفتين اللي يفترض انه افضل شي لدى الفندق ولكن كل شي لايعمل الثلاجه متعطله والتلفزيونات لاتعمل ودورة المياة لاتستطيع الدخول لضيق المساحة وادارة الفندق سيئه ولم تعمل اي شي بخصوص ذلك وأيضا موقع بوكينج لم يقم بأي شي غير الكلام المعسول والتسويف فقط بكل بساطه بعد هذا الفندق لن اكرر استخدام موقع بوكينج في اي حجز قادم بل ولن ادخل على حسابي نهائياً بكل بساطة فندق لايستحق ريال يدفع فيه وموقع بوكينج لايستحق احترام العميل لانه لايحترم العميل وانتهى كلامي,negative,HARD,0
“جيد”. . خدمة الروم سرفس ضعيفه جدا,neutral,HARD,1
“اقامة ذو رائحة سيئة”. اكثر ما عجبني ان الفندق هاديء. الذي لم يعجبني الاستقبال سيء جدا الموظفة الفلبينية طلبت ان تحجز بطاقة هويتي فرفضت تسليمها.. كما اخذت مني مبلغ تأمين استرجعته فيما بعد... رائحة الغرفة سيئة مناشف الحمام غير نظيفة توجد بها رائحة..موظفي الاستقبال سيئ التعامل وغير لبقين..لم استمتع بالفندق وندمت اني سكنت فيه ودفعت فيه المبلغ..,negative,HARD,0
“لا يستحق الزياره”. الموقع. ازعاج اعمال صيانه,negative,HARD,0
“انا طالع من الفندق ٨/١١ ما عطوني فلوسي الباجي”. انا طالع من الفندق ٨/١١ ما عطوني فلوسي الباجي. انا طالع من الفندق ٨/١١ ما عطوني فلوسي الباجي,negative,HARD,0
جيد. انصح.,neutral,HARD,1
“شكراً”. الموقع مميزا والخدمة ممتازه.,neutral,HARD,1
“رائع”. صراحة فندق جدا جميل ويطل على بحيرة ومجموعة من الابراج وافطارهم جدا رائع وفي كل شي تتخيلو ولذيذ صراحة انصح جدا فيه يبعد عن دبي مول ٧ دقايق وامارات مول وجي بي ار ٣٠ دقيقة صراحة انا رجعت زعلان اني حسيب الفندق مو دبي راح اسكن فيه كل ما اجي ان شاء الله.,positive,HARD,2
ضعيف. . الأثاث قديم ومستهلك وغير متناسق مع حجم الغرفة.مفرش السرير غير نظيف.,negative,HARD,0
“لا تصدق فقط عبارة قريب من الحرم”. لا شي. موقع الفندق فب مرتفع جبل وخدمة السيارة الكهربائية المجانبة من الفندق لا تعمل الا حسب مزاج السائق فقط,negative,HARD,0
نجمة لأنه غازي ونجمة لبعض الصفحات اللي عجبتني,negative,LABR,0
جيد. . خدمه الغرف بطيئه ما فيه سيارات اجره عند الباب,neutral,HARD,1
“اجازة ممتعه فى بلدنا الثانى وفندق مميز”. كل شىء حاز على اعجابي.,positive,HARD,2
“تجربة جميلة”. جيد. بعيد عن كل الأماكن,neutral,HARD,1
ضعيف. . الحجز لم يكن جاهز والغرفتين المحجوزتين كانتا ثلاثيتين واعطونا ثنائيتين بحجة انه لايوجدغرف ولم يتم تعويضنا بمال مقابل رغم ان حجز الثلاثي اغلى سعرا وعند الاعتراض قامو بجلب سرير اضافي في الغرفه الثنائيه لتصبح بدون مكان للمرور اما الغرفه الاخرى فلم يتم عمل شئ والاستقبال غير منظم والنظافه سيئه جدا,negative,HARD,0
ضعيف. لايوجد. لاتتوقع منه الكثير اذا اردت مكان فقط للمبيت هو كذلك اكثر من ذلك لايوجد شيء,negative,HARD,0
“بشكل عام جيّد”. موقع الفندقطاقم العملخدمة ركن السياراتراحة السرير. لا توجد مغسلة ملابسالانترنت سيّء جداًدولاب المطبخ يحتاج للتغييرلايوجد مايكرويفلا توجد أدوات مطبخ(ملاعق والخ,positive,HARD,2
“فندق جيد”. الفرف.,neutral,HARD,1
جيد. المكان والهدوء والنظافه. الإزعاج من الصباح للتنظيف وعدم وجود عازل جيد بين الغرف,neutral,HARD,1
“هدوء الليل مع موج البحر”. موقع الفندق وقربه من البحر. لم يتم خدمتنا على اكمل وجه,neutral,HARD,1
استثنائي. . عدم وجود انترنت مع الحجز,positive,HARD,2
ضعيف. لا شي. لا يستحق خمس نجوم,negative,HARD,0
استثنائي. اعجبني موقع الفندق المميز والمواقف المجانية والنظافة. فقط الانترنت غير مجاني في الغرف والاشتراك مكلف وبعد ان دفعت قيمة الاشتراك لم يتم تفعيل النت.  ولكن براعة الموظفين في التعامل وحلهم للمشكلة يحسب لهم حيث تم ارجاع المبلغ ومنحي الانترنت بالمجان..,positive,HARD,2
“رحلة عمرة مع الاسرة”. الموقع طاقم العمل مساحة الغرفة السعر الواي فاي. غلاي الشاي لا يعمل بصورة سليمة مما قد يسبب خطورةهدمة إنزال الحقائب بطيئة,positive,HARD,2
“فندق للنوم فقط لاغير”. . وجود اعمال اصلاحات وبناء بجوار الفندق,negative,HARD,0
استثنائي. مكان هادي وقريب من الشرم تسع دقايق تقريبا. لاشيء,positive,HARD,2
مخيب للأمل. 1.الشكل العام للغرفة جميل.2.حوض السباحه ممتاز.. 1.مستوى النظافة غير جيد.2.عدم إحضار الإفطار المشمول للغرفة.3.الكراسي عند البركه وسخه وغير نظيفه(قذره). وقد تم مناصحة الإدارة..ولم تتفاعل من الملاحظات.,negative,HARD,0
"""“فكرة شقق مفروشة ممتازة بسبب تواجد ألعاب للأطفال ، موقع جيد جدا ، النظافة الى حد ما ممتازة”. فكرة الألعاب والمسبح رائعة ، ولو يمكن تفعيلها بشكا أفضل في جميع المشاريع السياحية سيكون ذلك رائعا. خدمات المواقف ، وباب الفندق مغلق للسيارات""",negative,HARD,0
استثنائي. كل شي حلو. لايوجد حامل للحقائب,positive,HARD,2
ضعيف. لا شىء. الغرف غير نظيفة,negative,HARD,0
“غير راضي”. عدد المصاعد 👍مصلى كبير 👍🏾. 1 شي قله عدد موظفين الاستقبال بس ٣ ع فندق بهذا الحجم و كل واحد يقعد معاه الموظف مو اقل من ربع ساعة وو اخر شي تسالة يقولك موعندي روح راجع مكتب الحجز انا بس عندي الجيك ان .... 2 شي..ماكو مواقف للسيارات ... 3 شي...الهاوس كيبينج تنظيفهم مش حالك..٤ شي.. قيمة الحجر بالنسبة لموقع الفندق عالية لان في فنادق نفس المستوى و اقرب للحرم مثل موفنبك و مكارم ... الي اول مادش برج الملك عبدالعزيز تلقاهم يسارك و يمينك ...,negative,HARD,0
“غرف واسعة ونظيفة - طاقم عمل أكثر من رائع”. حسن الاستقبال - تعامل جميع طاقم العمل بكل ود وبشاشةالراحةغرف واسعة.,positive,HARD,2
“فندق مميز”. الافطار مميز وموقع الفندق مميز أيضا. كل شي تجده حواليك. النادي الصحي في الفندق جيد ونظيف ولكن يحتاج الى أجهزه أساسيه,positive,HARD,2
“تدهور خدماته ولا يستحق اربعه نجوم”. الموقع. تدهور خدمات الفندق ولا يستحق القيمة قلت اصناف الافطار عن ما كان سابقامرفقات الغرفة مثل الغلاية واله صنع القهوة غير موجوده منافذ مفاتيح الكهرباء لا تعمل,negative,HARD,0
"لطالما همت إعجابا بهذا العقاد.لشد ما يجذبنى إسلوبه دائما .أشعر برقى بمجرد التفكير به .وسارة من أعمق الفلسفات التى مست علاقة جدلية ومعقدة بين قطبى الحياة ""المرأة والرجل"" بشكل جديد ومميز للغاية لم يكن تكرار أبدا.وأعجبنى إسلوب الكاتب المهذب فى عرض قضايا شتى داخل الرواية.وكيف كان يدير الحوار ببراعة واصفا مشاعر الأنثى حينا والرجل حينا آخر.العقاد حقا أديب لن يتكرر .",positive,LABR,2
استثنائي. كل شي كان حلو وجميل. كل شي اعجبني,positive,HARD,2
“إقامة كلاسيكية”. كل شيء. لا تعليق,positive,HARD,2
“جهد مبذول وعطاء ملموس”. الموقع وخدمة النظافه للغرف. فاصل مابين الشرفه والشرفه المجاوره لايمنح الخصوصيه للنزيل,positive,HARD,2
"""“اول و آخر مرة اسكن في هذا الفندق”. العامل الهندي المسؤول عن العفش، اسمه حارث..شكراً له على ابتسامته الدائمة وأخلاقه العالية.. إجراءات الدخول تستغرق وقت طويل!عدم تعاون موظفي الاستقبال!حجزي كان ليلتين، والفندق يصرّ على أنه ليلة واحدة، اضطريت في اليوم الثاني ان استيقظ مبكراً لحل هذه الإشكالية وبكل برود من موظفي الفندق!!في المساء كانت توجد مباراة كرة قدم اوروبية، فجأة وأثناء المشاهدة تم حذف القناة من القائمة، وعند الاتصال افادني الموظف بأن المدير هو من عمل ذلك وانتهى دوامه وليس له صلاحية للتغيير الآن!!!المسبح مغلق للصيانة، ونحن في اسبوع اجازة!!!عند الخروج من الفندق، تم الاتصال لأخذ العفش، وأتى العامل بعد أكثر من ساعة للاسف!عامل وحيد للعفش هندي اسمه (حارث)، شكراً له.لا يوجد شاطئ للسباحة، الفندق محاط بسور يمنع الوصول للشاطئ.""",negative,HARD,0
مخيب للأمل. . لايوجد شئ يمثل اللي بالبوكينق الاثاث سئ و الرطوبة في داخل الشقة اكثر من الخارج صعوبة الحصول على موقف لا انصح بها,negative,HARD,0
استثنائي. الشقه واسعه نظيفه خدمات صيدليه مغسله مطاعم سوبرماركت بنك كافي محل عطورات الموقع. الواي فاي بطيء جدا,positive,HARD,2
"""“ممتاز لغير كبار السن”. الفندق مستواه ممتاز بتقييمه كفندق 3 نجوم؛ والخدمة المقدمة رائعة، لا يتأخرون في طلب تنظيف الغرفة أو طلب الباص للذهاب إلى الحرم أو العودة منه إلى الفندق، كما أن العاملين به متعاونين ودائمي الابتسامة في وجه العميل، والتأسف إذا صار أي شيء خارج عن إرادتهم، كما أن بوفيه الإفطار متنوع وتغيرت الأصناف يومياً على مدار الثلاثة أيام التي أقمت بها، ومستوى أثاث الفندق والغرف جيدة جداً والمصاعد جديدة ولا تتأخر؛ مع الشكر لكل العاملين في الفندق.. برغم أن الفندق يوفر الباص في أي وقت للعميل للذهاب إلى الحرم ويأتي عند الاتصال به للرجوع من الحرم إلى الفندق، إلا أن المسافة التي يضطر النزيل أن يمشي إلى الحرم تعتبر كبيرة ومرهقة لكبار السن، وخاصة أني كنت مصطحب أمي فكانت تطلب منى أن نركب ليموزين أو باص آخر للوصول قريبا إلى الحرم، لأن المرور يمنع مرور الباصات الصغيرة (مثل باص الفندق) من الدخول على مسافة بعيدة من الحرم وفيها منزل أثناء الذهاب ويكون مطلع أثناء العودة، إلا أن هذه المسافة للشباب ليست ببعيدة ولا مرهقة.""",positive,HARD,2
“الهدوء”. الهدوء. لاشي,neutral,HARD,1
ضعيف. الواي فاي والموقع لولا وجود حفريات وصرف صحي حول الفندق السعر مناسب. النظافه مشي حالك بحكم ان الفندق قديم جدا ازعاج المعدات والحفريات الموقته التي تحاصر المبنى مواقف لا يوجد,negative,HARD,0
“جميل ومفعم بالحيوية”. السرعه والدقة في العمل. تتطلب دورات المياه اعادة النظر بسبب ركود الماء في وسط الحمام,neutral,HARD,1
“سيء جدا”. الموقع. كل شيء,negative,HARD,0
"""جيد. اعجبني الهدوء ، وتعامل موظف الاستقبال كان ممتاز ، ونظافة الغرفه. رائحة الممرات كريهه ، وتكييف الغرفه ، وانسداد مجرى ماء الشاور ، ومواقف الفندق جدا ضيقه .""",neutral,HARD,1
رائع. . وجبة الافطار لم تكن كما كان متوقع,neutral,HARD,1
“راحة ونظافة”. كل شيء. لا يوجد شطاف بالحمام أعزكم اللهمع العلم اننا في دولة مسلمة,positive,HARD,2
جيد. قريب جدا من الحرم التعامل الجيد من قبل الموظفينالغرف واسعه وخدماتها ممتازة. يجب تشغيل مصاعد النزلاء مع الخدمات لتعمل لنفس الطوابق في اوقات الزحمة,neutral,HARD,1
استثنائي. موقع الفندق و كل شئ في الفندق روعة بمعنى الكلمة.,positive,HARD,2
“ممتاز وانصح العوايل فيه”. النظافه الموقع حجم الغرفه كبيره عزكم الله الحمام كبير هدوء.,positive,HARD,2
ممتاز. الاستقبال روعه. القهوة والشاي في الاستقبال,positive,HARD,2
“الموقع ممتاز جدا”. نشكر الاخ احممد ملكي. نرجو الاهتمام في الاثاث,neutral,HARD,1
مخيب للأمل. . المبنى 48 دور وعدد المصاعد 4 فقط الخدمات مع النزلاء,negative,HARD,0
“لاباس”. النظافة ممتازة. التكييف ضغيف جداَالواي فاي كثير مايفصل,neutral,HARD,1
“رحله ترفيهية”. لا شي. النظافة معدومة الغرفه من الداخل يبغالها ترميم دورات المياة قديمة جدا تحتاج صيانه,negative,HARD,0
“لا انصح باستخدام الفندق”. لم يعجبني. لم يعجبني,negative,HARD,0
“الشكر لاتانا وفريقها”. الطاقم رائع والنظافه ممتازه وطاقم الامن والحراسة كانوا رائعين وحريصين على راحة النزلاء من حيث توفير التاكسي بسرعه. ازعاج الغرف المجاوره حيث لايوجد عازل ولايوجد عازل بدورات المياه,positive,HARD,2
الشخصيات تحفة كالعادة . الحبكة معجبتنيش . الجنس المبالغ فيه بلا هدف درامي مقزز شوية,negative,LABR,0
“اسواء فندق شاهدته في حياتي”. سيّء للغاية كما لا يوجد خدمات ولا يوجد اهتمام بنظافة. نظافة الغرفةنظافة دورة المياهلا يوجد إنترنت ولا اتصال الا بدفع مبالغ غالية التكلفة,negative,HARD,0
عيب هذه الروابة أنها لا تتحوي على حكاية . أو على الأقل حكاية متماسكة الأطراف . والعيب الأقسى هو النهاية التي لا تختلف كثيراً عن البداية فتخرج كما دخلت اللهم قد تجد بعض الجمل الجميلة التي تصلح للاقتباس,negative,LABR,0
ضعيف. اعجبني الموقع فقط. 1/كثرة البنات عند موقع الاستقبال وامام باب الفندق مما يسببون احرجات لنا ونحن بعوائلنا 2/اختلاف الأسعار من التي موجوده على موقع البوكنق والأسعار عند الأستجار بدون اي برناج سياحي حيث أنني لاحظة ان احد المستأجرين استأجر غرفه وصاله ب900 درهم ثلاث ايام اي ب300 لليوم الواحد وانا استأجرة غرفه فقط ثلاثة ايم 1012 علما بأنني وجدت الثلاث ايام في البوكنق ب738 ريال وطلبت الدفه عن طريق الفيزه وقمت بتسجيل رقم البطاقه ولكن لم يتم السحبوهذي لم تكن المره الأولى تحصلي بأنني اتفآجأ,negative,HARD,0
“ibrahim123”. كل شي. ولا شي,positive,HARD,2
“لايستحق النزول فيه مقارنة بسعره”. اقدم شكري للموظف صالح العنزي على حسن الاستقبال. المكان والخدمات والاثاث والديكورات والمواد الموجوده لايليق  سوا بشقق عاديه جدا جدا دورة المياه سيئة جدا وكذالك الغرف التكييف شباك وليس سبلت والنوافذ عاليه جدا لاتستطيع النظر منها التلفزيون لايوجد به سوا 14 قناة مكرره وليست واضحه ولا يوجد بها قنوات اخباريه نهائيا الارضيه خشبيه وسيئه جدا عند المشي عليها تصدر اصوات,negative,HARD,0
“موقع جيد لكنه ليس فندقا”. الموقع وتعامل الموظفين في الاستقبال مع سرعة الاستجابة للطلبات. اقامتي كانت لستة ايام واضطررت للخروج بعد يومين بسبب عدم وجود ماء بارد للاستحمام... لا يوجد ماء بارد في الفندق للاستحمام الماء في اقصى جهة البارد كافي لاعداد الشاي من شدة الحرارة والحار يغلي عليان والوضع كما ابلغوني في كل الفندق بسبب عيب فني في تركيب الخزانات. المسبح صغير والنظافة متدنية. رائحة غير مستحبة وتسربات المياة في الغرف وبعض الممرات. رائحة دواليب الملابس سيئة وقوية لا يمكنك ان تفتح باب الدولاب عوضا عن ان تضع ملابسك فيها.. عموما النظافة بحاجة لاهتمام في هذا الفندق بالاضافة لمشكلة درجة حرارة الماء.,negative,HARD,0
“دلل نفسك”. اعجبني طاقم العمل السعودي بالكامل والجميل والسوبر فايزر حسام. لا يوجد مايذكر,positive,HARD,2
“مسافر ترانزيت”. سرعة الشك ان والشك اوت. المطار خارج منطقة الترانزيت,positive,HARD,2
طيب بسيط قصير مهم ، مشوق وضروري لابد للمرء من أن يقرؤه أكثر من عشر مرات متفرقات حتى يعيشه من أجمل أجمل ماقرأت أقنعت الكثيرييييين بقراءته,positive,LABR,2
جيد. الموقع والخدمه والسعر مناسب. وجود الملهى الليلي والمتسكعات بلا حياء,neutral,HARD,1
استثنائي. تعامل موظفين الاستقبال في قمة الروعة وعلى رأسهم ..هيثم الغامدي والحساوي .. لايوجد,positive,HARD,2
“القيمه الماديه الرائع مقابل السكن”. النظافه والموقع. لا شي يستحق الذكر,neutral,HARD,1
ضعيف جداً. لا شي. ريحة الفندق كريهة ورائحة الغرفة كريهة وخدمة الفندق ضعيفة المستوى حتى الاستقبال لايرد على الهاتف و ضيق مواقف سيارات الفندق و واجهة الفندق سيّء تطلع على احياء داخلية,negative,HARD,0
استثنائي. البحر واحواض السباحة مناسب للعائلات. لاشئ,positive,HARD,2
“اﻻقامة بالفندق جيدة للعوائل”. المكان قريب من مول اﻻمارات ومن المارينا وكذلك من اللولو هايبر ماركت .ويوجد مطاعم قريبة منه يمكن ان توصل لك الطلب ويوجد في الفندق طلب للوجبات في الغرف والطعام لذيذ وسعره جيد ولكن طريقة تقديمه ليست جيدة. كل شي اعجبني,neutral,HARD,1
من الكتب الخالدة في المكتبة العربية كتاب رائع جداً عبارة عن مسائل تتعلق بالروح وأجوبة لها يبدأ المؤلف في جواب المسألة بالرد على الفرق المعارضة وينتهي بالرأي الأسلم الموافق للكتاب والسنة أنصح وبشدة بقراءته,positive,LABR,2
“لا يستحق اطلاقا 4 نجوم فالمستوى متوسط لا أكثر”. . عادي جدا والباص كبير ويتأخر لتحميل كل ركابه والطريق سيرا صعب لوجود مرتفع بينه وبين الحرم ولكن المستوى يعتبر ضعيف والفرش والحمامات غير نظيفة ولا يستحق 4 نجوم مطلقا,negative,HARD,0
مخيب للأمل. لاشيء. قيمة الغرف لا تستحق مستوى الغرف الغرف ضيقه جدا عدم نظافة الحمام عدم نظافة ارضية الغرفه,negative,HARD,0
“الاهتمام”. لايوجد. الاهتمام بالنظافه,neutral,HARD,1
ضعيف جداً. إطلالة البحر. فندق سيء النظافة غير جيده التعامل غير جيد يوجد روائح في الغرف الأثاث قديم ولا يستحق أكثر من نجمتين لا أنصح أحد بزيارته هذي اول زياره لي وآخر زياره,negative,HARD,0
“تجربه لن تتكرر”. الافطار سيئ ولا يوجد تنوع لا يوجد كوفيلم يعجبني👎🏻. الافطار والخدمات,negative,HARD,0
"""“فندق رائع”. الموقع ، الانترنت ، مواقف السيارات. """,positive,HARD,2
جيد. فندق جيد ونظيف نوعا ما مشكلته دورة المياة لايوجد ماء حار ولا مجفف .. وموقعه زحمة عند الخروج الى طريق زايد .. تسجيل الدخول والخروج سريع.,neutral,HARD,1
“لا أنصح به أبداً”. لا شيء يذكر. الغرفة الرئيسية حجمها صغير و السرير صغير و غير مريح المكيفات مزعجة دورة المياة بدائية جداً,negative,HARD,0
“رائع كأنه فندق”. كل شي جميل. دايم فل,positive,HARD,2
“فندق جيد جدا”. . مواقف السيارات ضيقه بشكل عجيب النوافذ مستحيلت الفتح,positive,HARD,2
“اتمنا لكم التوفيق والتقدم”. جسن الاستقبال ونظافة الفندق والخدمات المميزة.,neutral,HARD,1
"""“الفندق الفاشل اداريا لابد ان يستوفي المبلغ مقدما”. الموقع قريب اكبر دليل انة سايب بدون بواب لازم دفع المبلغ اولا طيب مهو محجوز عندك في البطاقة لا لا لابد من الدفع شكلة عندهم حالات هرووب من كثر ماهو سايب. ((من علامات الفندق الفاشل استلام النقود قبل ان تدخل الغرفة.  لا احد ينسى هذة المعلومة ))))1-الاستقبال سيء في اجراءات الدخول دائما ماهم في اماكنهم تذهب تبحث عنهم تجدهم عند المدير يشربون شاي 2-تلفون الغرفة لم يرد علي احد ابد حتى ان موضوع رقم مباشر للمدير المناوب ولا كانه موجود اتصلت على صفر يرد لكن لا ينفع وعود فقط 3- كان ال ميني بار فاضي لايوجد سوى الماء والغلاية، نريد شاي قهوة  عند وصولنا في الساعة العاشرة ليلا عن طريق التلفون ما احد اتجاوب معنا اتصلت على صفر قال ارسل لك عامل الرووم سيرفس وبرضة ما احد جاء احترمت نفسي ونزلت مريت على الاستقبال مافي احد رحت وجبت شاي وعشاء من مطعم خارجي الصباح ذهبت وطلبت المدير قابلتة ووعدني بالخير رجعت ولا شي اتغير بعدها النوم خيررررررررررر ولكن قررت ان لا امدد الاقامة في هذا الفندق""",negative,HARD,0
ضعيف. المكان مناسب للعائلات. المكيف يطلع صوت وليس بارد.مستوي النظافه ضعيف,negative,HARD,0
مخيب للأمل. قرب الموقع من الحرم. عدم وجود مواقف للسيارات داخل الفندقالتأخر في نقل الامتعهسوء دورات المياهنظافة الغرف,negative,HARD,0
“دار الغفران كسب عميل جديد  دائم”. فخامه وهدوء.,positive,HARD,2
“سيئ جدآ”. لم يعجبنب. الازعاج,negative,HARD,0
“لا انصح به”. لا شي. لم تقومو عمل اللازم لقد اتفقتم على كيك و حفلة زواج وترتيب السرير و لم اري شي,negative,HARD,0
“فندق رائع وخدمات جيده وموقع متميز”. الكونسيرج وخدمات الغرف مميزين. السعر مقارنة بفنادق بنفس المستوى يعتبر عاليخدمات ال سبا يفترض تكون افضل,positive,HARD,2
“لم يتم العثور على الفندق”. . لم اعثر عن العنوان بالرغم من اتباع الخرائط بالجوال الذ ساعدني بالوصول الي كل الاماكن التي زرتها موقع الفندق حتي شركات النقل لم يستدلو  والاتصال لايرد من قبلهم .,negative,HARD,0
"""“إقامة قصيرة”. الموقع. تصميم الغرفة، الافطار غير متنوع، عدم نظافة المناشف""",neutral,HARD,1
"""“نظيف وقريب من الحرم، فرشه يحتاج لتجديد.”. الإفطار جيدأصناف منوعةالمصاعد كافية في وقت تواجدي. عند تسجيل الدخول أفاد الموظف أنه يسمح بطفل واحد فقط في الإفطارعلما أن الأطفال أقل من ١٢ سنةوما سواه فيحسب الطفلان عن شخص ويدفع قيمتهولأول مرة تمر علي هذه الطريقة وهذا الأسلوب في الاستقبال بدل الترحيب بالضيفولكن لم يكن كلامه صحيحافالأخوة في وقت الإفطار لم يطالبوا بشيء أبدا من ذلك ولهم الشكرولكن لم تعجبني طريقة موظف الاستقبال""",neutral,HARD,1
استثنائي. كل شيء في الفندق متميزمن نظافة واستقبال وتعامل راقي وخدمة الغرف ومحتويات الغرف. لا شيء,positive,HARD,2
“ممتاز”. كل شيء رائع واشكر جميع الطاقم وشكر خاص للأخ عبدالفتاح  خدمني وعمل تمديد لتأخري في اجتماع عمل خارج الفندق..,positive,HARD,2
“فندق فساد”. وجبة الافطار. الانترنت لايوجد,negative,HARD,0
"""“فندق رائع بمعنى الكلمة”. اعجبني الاستقبال ، وطاقم الخدمات ورحابة صدورهمتلبية الطلبات بدون تذمر وبسرعه فائقة. كل شيء ممتاز ولا توجد سلبيات""",positive,HARD,2
"اولا الكتاب كما يقول الكاتب هو ليس رواية وهو ليس كتاب مثل الكتب التي قراتها من قبل فهذا الكتاب ليس له هدف. ومع ذلك ستستمتع بكل جمله في الكتاب. في البدايه اعتقدت ان الجمل ذات الكلمات الرخيصة ليس الا حشوا ولكني اكتشفت ان كل كلمه ورائها بحر من المعاني. معاني الكلمات والعبارات دقيقه الى حد مفزع والوصف رائع الى حد مبهر. اذن فهو ليس كتاب ولا روايه وليس لها هدف وليس لها نهاية. ولكن ممتعه الى حد كبير. اعتقد ان العايدي قد نجح باسلوبه الخاص في تلك التركيبه المعقده. اعجبني جدا التحليل النفسي المستخدم ولا اعرف حقا ان كان التقمص الانفعالي النتراجع موجود فعلا ولا لا. اجمل عبارات الكتاب: ""أنا هو أنا ولديَّ أسبابي ،وليس لديَّ ما يجعلني ممتناً لك أو لغيرك. كل طموحي أن أبقى وحدي سليماً وأن يذهب العالم كباكيدج إلى الجحيم"" ""واما حكيتي مكنتش عايز اسمع كان نفسي تخرسي. كنت هاموت واسد وداني من جوا. انتي تحديدا اخر حاجه تهمني. بس لما سمعتك وسمعتك غصب عني. مابقتيش حاجه بقيتي حد."" ""فتيات الليل يخلقن هنا في وضح النهار . غدا تتحول الطفله الى جسد من دوائر تقبل الاهانه هندسيا من اي مستطيل حقير""",positive,LABR,2
"""جيد. وجود مطاعم متنوعة والجلسات الخارجيه المطلة ع المسبح جميلة ، وجود بعض المحلات شي مميز ، أعجبني مستوى الطعام بخدمة الغرف. التكييف كان عطلان أخذ وقت حتى الصيانة يجون يصلحونه ،ضيق مساحة الغرفة بالكاد أستطيع المشي فيها او تحريك الكنب للجلوسالإضاءة كانت قليلة ومظلمة وانا كنت احتاجها للقراءة ،""",neutral,HARD,1
“راااااائع”. مخرج الفندق قريب من الحرمالإفطار متميز ومنوعالموظفين متعاونين والخدمة سريعة جداً. تم حجز جناح لثلاثة بالغين مع طفلين ولكن عند استلام الجناح وجدنا بأنه مخصص لشخصين والبقية تم وضع أسرة إضافية متواضعة جداً لهم في الصالةمن غير المعقول تسكين خمسة أشخاص في جناح بدورة مياه واحدة,positive,HARD,2
